FRET Efficiency,Stoichiometry,Proximity Ratio,Stoichiometry (raw),Lifetime D [ns],Lifetime A [ns],Anisotropy D,Anisotropy A,|TDX-TAA| Filter,ALEX 2CDE Filter,|TDD-TDA| Filter,FRET 2CDE Filter,Duration [ms],Mean Macrotime [s],Number of Photons,Count rate [kHz],Count rate (DD) [kHz],Count rate (DA) [kHz],Count rate (AA) [kHz],Count rate (DD par) [kHz],Count rate (DD perp) [kHz],Count rate (DA par) [kHz],Count rate (DA perp) [kHz],Count rate (AA par) [kHz],Count rate (AA perp) [kHz],Number of Photons (DD),Number of Photons (DA),Number of Photons (AA),Number of Photons (DD par),Number of Photons (DD perp),Number of Photons (DA par),Number of Photons (DA perp),Number of Photons (AA par),Number of Photons (AA perp),log(FD/FA),M1-M2,Number of Photons (DX),Count rate (DX) [kHz],Distance (from intensity) [A],FRET efficiency (from lifetime),Distance (from lifetime) [A],FRET efficiency (sens. Acc. Em.)
0.65532,0.634,0.58961,0.67073,0,0,-0.22884,0.25368,0.2116,3.1706,0.44995,14.138,6.0598,12007,1148,189.44,54.372,75.266,62.62,20.468,36.007,49.146,29.875,47.379,18.15,316,454,378,108,208,293,161,286,92,-0.64253,0.34468,770,127.07,62.891,1,0,0.68469
0.19238,0.60898,0.18557,0.6831,0,0,-0.18876,0.29882,0.051954,8.3069,0.12766,12.559,2.6209,12007,142,54.18,30.325,8.6038,17.35,12.714,18.809,6.5699,4.6586,15.686,4.0416,79,18,45,30,49,13,5,35,10,1.4346,0.80762,97,37.01,88.907,1,0,0.18072
0.19361,0.58079,0.18716,0.65591,0,0,-0.16431,0.089545,0.021417,4.9314,0.0010385,10.24,7.0456,12007,1116,158.4,85.709,20.445,54.502,36.35,51.137,13.252,8.5396,36.334,19.394,595,137,384,240,355,86,51,256,128,1.4267,0.80639,732,103.89,88.79,1,0,0.16179
0.78597,0.45527,0.73077,0.494,0,0,-0.22452,0.08231,0.067476,3.9887,0.083019,10.768,7.9717,12009,1000,125.44,17.347,47.08,63.52,5.9996,11.984,31.497,16.65,42.514,21.948,133,361,506,46,87,238,123,335,171,-1.3008,0.21403,494,61.969,56.356,1,0,0.39621
0.22293,0.51878,0.21554,0.5982,0,0,-0.2223,0.27092,0.22577,4.2888,0.019051,24.984,5.3092,12010,667,125.63,60.615,17.624,51.094,21.445,42.265,12.153,7.3774,39.083,16.468,313,86,268,109,204,53,33,205,63,1.2487,0.77707,399,75.152,86.194,1,0,0.14496
0.19932,0.6208,0.18796,0.69074,0,0,-0.17047,0.083392,0.14879,4.4788,0.086699,10.809,6.7281,12010,1371,203.77,116.3,31.195,63.272,50.426,70.023,19.53,12.434,43.81,21.339,769,178,424,306,463,111,67,281,143,1.3906,0.80068,947,140.75,88.257,1,0,0.19681
0.7007,0.65283,0.62996,0.6858,0,0,-0.19973,0.098466,0.035169,7.8737,0.13979,16.607,4.1609,12021,331,79.55,22.734,34.368,26.103,9.0254,14.356,21.63,16.787,22.669,8.5338,84,143,104,31,53,90,53,70,34,-0.85062,0.2993,227,54.556,60.747,1,0,0.79472
0.53937,0.5715,0.46875,0.62745,0,0,-0.27818,0.16258,0.15294,9.189,0.21869,18.824,2.3992,12034,102,42.515,20.071,12.959,17.428,6.113,15.071,8.5706,6.4795,12.715,5.3344,34,30,38,10,24,15,15,27,11,-0.1578,0.46063,64,26.676,68.183,1,0,0.43388
0.050586,0.68318,0.075571,0.75314,0,0,-0.15953,0.17885,0.81177,6.8076,1.1536,11.247,11.308,12034,1511,133.63,93.101,8.0675,33.262,40.007,55.135,5.2533,3.2209,25.212,10.142,1052,86,373,429,623,56,30,268,105,2.9322,0.94941,1138,100.64,114.11,1,0,0.065792
0.60918,0.72667,0.53503,0.75845,0,0,-0.21385,0.10904,0.18489,8.9046,0.28732,19.482,2.7405,12037,207,75.534,30.086,47.183,21.681,10.832,19.514,35.265,22.639,20.772,6.938,73,84,50,26,47,55,29,34,16,-0.44388,0.39082,157,57.289,65.008,1,0,0.97685
0.62608,0.62118,0.55981,0.66139,0,0,-0.14659,0.13936,0.13442,3.5953,0.29342,17.053,3.9508,12038,632,159.97,53.278,59.736,61.659,26.488,30.982,42.884,21.954,42.931,21.24,184,234,214,77,107,148,86,149,65,-0.51542,0.37392,418,105.8,64.238,1,0,0.6192
0.65719,0.55679,0.59011,0.60085,0,0,-0.19818,0.094725,0.098998,6.3212,0.3085,17.675,4.9818,12038,471,94.543,24.302,35.379,39.783,9.4289,17.074,22.456,17.354,26.663,16.064,116,167,188,43,73,106,61,126,62,-0.65079,0.34281,283,56.806,62.805,1,0,0.49796
0.8008,0.62695,0.74474,0.65294,0,0,-0.21719,0.23168,0.09143,4.5544,0.20569,13.612,3.5222,12038,510,144.79,31.537,71.855,54.466,12.234,21.045,52.973,27.525,46.215,13.847,85,248,177,30,55,153,95,132,45,-1.3913,0.1992,333,94.543,55.512,1,0,0.81174
0.078331,0.52744,0.11034,0.61702,0,0,-0.11056,0.14536,0.056499,5.7625,0.31578,15.5,2.5733,12040,235,91.322,54.441,6.4091,36.994,25.834,32.353,4.4063,3.0407,29.275,15.797,129,16,90,58,71,11,5,63,27,2.4652,0.92167,145,56.347,105.57,1,0,0.052731
0.071702,0.62929,0.093645,0.70602,0,0,-0.1679,0.17274,0.071193,3.0597,0.0833,10.073,4.0601,12040,847,208.61,142.02,15.276,64.418,60.694,86.767,9.6096,7.8667,51.264,18.368,542,56,249,217,325,30,26,178,71,2.5608,0.9283,598,147.29,107.26,1,0,0.073412
0.55203,0.60566,0.48551,0.65403,0,0,-0.23269,0.09591,0.21583,6.1074,0.29308,20.794,2.4255,12040,211,86.991,35.135,28.531,30.858,12.943,26.806,26.938,21.522,20.713,23.258,71,67,73,24,47,45,22,49,24,-0.20886,0.44797,138,56.895,67.605,1,0,0.51138
0.66405,0.51943,0.59091,0.56897,0,0,-0.23798,0.2197,0.14706,7.5538,0.13522,21.298,2.1604,12044,116,53.693,15.699,18.366,24.269,6.3221,10.466,14.041,8.2646,18.364,8.962,27,39,50,9,18,26,13,37,13,-0.68139,0.33595,66,30.549,62.485,1,0,0.4329
0.64494,0.64247,0.57196,0.6809,0,0,-0.26097,0.066378,0.037715,7.817,0.29985,12.78,5.7438,12046,398,69.292,20.376,28.705,23.824,6.7222,15.116,19.003,12.944,15.57,9.336,116,155,127,36,80,95,60,83,44,-0.59687,0.35506,271,47.181,63.372,1,0,0.69899
0.12422,0.61863,0.133,0.69402,0,0,-0.12899,0.025575,0.18761,4.255,0.034188,9.8552,4.6617,12046,585,125.49,76.92,12.829,38.467,34.906,43.892,9.2218,5.5418,25.375,16.689,352,54,179,153,199,35,19,112,67,1.953,0.87578,406,87.092,96.931,1,0,0.12154
0.15425,0.49927,0.16667,0.585,0,0,-0.12725,0.31019,0.12164,3.3449,0.30224,13.798,3.0611,12046,400,130.67,69.673,14.855,58.575,30.561,39.303,9.5222,9.0703,45.872,20.955,195,39,166,85,110,25,14,130,36,1.7017,0.84575,234,76.443,92.954,1,0,0.092763
0.054616,0.67032,0.078621,0.74207,0,0,-0.13535,0.27291,0.062592,4.4349,0.10344,9.0699,5.3101,12048,977,183.99,131.08,12.559,50.133,56.318,76.429,10.489,3.2486,38.396,14.263,668,57,252,287,381,43,14,193,59,2.8513,0.94538,725,136.53,112.58,1,0,0.066978
0.48787,0.70599,0.42169,0.74775,0,0,-0.21609,0.40175,0.081145,9.1824,0.20789,18.782,1.3554,12057,111,81.897,38.389,26.158,25.226,18.215,26.692,19.681,14.972,26.825,10.054,48,35,28,17,31,24,11,23,5,0.048516,0.51213,83,61.238,70.568,1,0,0.70658
0.35579,0.64429,0.31061,0.70213,0,0,-0.184,0.078468,0.039873,7.7572,0.037925,7.8185,2.0904,12057,188,89.933,50.955,25.513,26.934,23.968,33.483,26.033,8.8693,21.216,17.852,91,41,56,35,56,33,8,37,19,0.59368,0.64421,132,63.145,77.281,1,0,0.38869
0.18477,0.32631,0.21951,0.42051,0,0,-0.30361,0.1286,0.092026,7.773,0.15177,7.7855,2.7571,12062,195,70.727,23.213,7.4449,41.661,7.1516,17.465,6.3557,2.1304,28.757,19.652,64,18,113,17,47,14,4,78,35,1.4844,0.81523,82,29.742,89.648,1,0,0.053978
0.64105,0.63491,0.57447,0.6728,0,0,-0.17516,0.12421,0.15308,2.8577,0.27756,16.221,5.9181,12073,978,165.26,48.95,66.04,55.13,20.047,29.72,42.596,29.205,38.435,19.133,280,378,320,110,170,225,153,220,100,-0.57993,0.35895,658,111.18,63.551,1,0,0.6724
0.59229,0.68744,0.52313,0.72423,0,0,-0.18842,0.19874,0.20734,6.3272,0.28247,22.971,2.826,12073,388,137.3,49.926,54.764,43.792,19.437,32.437,36.137,25.327,39.745,13.361,134,147,107,51,83,97,50,78,29,-0.37343,0.40771,281,99.435,65.776,1,0,0.78569
0.76965,0.66334,0.70543,0.68984,0,0,-0.2556,0.33299,0.021675,7.893,0.097554,9.9346,1.9841,12078,187,94.25,19.92,46.86,33.908,6.2907,13.943,31.412,20.882,29.269,10.751,38,91,58,12,26,61,30,46,12,-1.2064,0.23035,129,65.017,57.251,1,0,0.91467
0.75322,0.61529,0.693,0.64581,0,0,-0.19531,0.062313,0.038558,3.547,0.41468,12.777,6.3315,12078,1039,164.1,32.536,76.304,61.621,13.322,21.422,49.524,34.336,42.874,24.896,206,465,368,77,129,282,183,239,129,-1.1159,0.24678,671,105.98,58.121,1,0,0.72658
0.15662,0.60419,0.15857,0.68,0,0,-0.17273,0.19706,0.2771,7.901,0.14815,12.896,6.602,12082,575,87.094,51.9,11.276,32.08,20.508,33.106,7.6389,4.0728,23.611,8.7568,329,62,184,130,199,42,20,134,50,1.6836,0.84338,391,59.224,92.674,1,0,0.1442
0.43433,0.66589,0.375,0.71642,0,0,-0.18477,0.16298,0.086657,8.2713,0.20467,11.191,2.0898,12085,134,64.12,28.74,21.895,26.712,15.685,21.917,17.558,15.68,18.98,21.869,60,36,38,23,37,21,15,27,11,0.2642,0.56567,96,45.937,73.151,1,0,0.5221
0.17315,0.50425,0.18103,0.59055,0,0,-0.26805,0.06744,0.40801,8.6798,0.22006,12.188,19.33,12087,1375,71.131,34.402,7.8535,29.612,10.826,24.004,4.8347,3.0883,19.356,10.481,665,147,563,201,464,90,57,368,195,1.5634,0.82685,812,42.006,90.837,1,0,0.10623
0.75221,0.50548,0.69264,0.54417,0,0,-0.20285,0.056889,0.51214,4.9829,0.14027,12.65,6.9586,12090,849,122.01,21.425,53.732,56.953,9.9451,13.579,33.317,22.537,38.338,22.434,142,320,387,52,90,196,124,250,137,-1.1104,0.24779,462,66.393,58.173,1,0,0.46374
0.11418,0.63465,0.12431,0.70841,0,0,-0.10623,0.0039817,0.25163,7.078,0.11566,10.525,3.8012,12101,511,134.43,85.218,13.16,42.277,41.947,46.507,9.7372,5.1628,26.296,19.1,317,45,149,144,173,30,15,91,58,2.0488,0.88582,362,95.232,98.49,1,0,0.11962
0.1297,0.55016,0.14573,0.63578,0,0,-0.13962,0.073036,0.26421,9.4333,0.59172,12.216,5.5378,12101,313,56.521,30.698,8.033,21.493,13.738,19.2,4.709,4.0825,14.435,8.8399,170,29,114,72,98,17,12,75,39,1.9036,0.8703,199,35.935,96.136,1,0,0.095674
0.084139,0.59205,0.10784,0.67401,0,0,-0.1353,0.10313,0.1497,8.5721,0.2142,10.684,5.2159,12101,454,87.041,52.34,7.8633,30.329,22.62,31.459,4.5273,4.0729,20.493,11.716,273,33,148,117,156,19,14,100,48,2.3874,0.91586,306,58.667,104.21,1,0,0.073651
0.84015,0.60471,0.78378,0.63017,0,0,-0.21187,0.084972,0.080758,6.0196,0.089368,10.84,4.8286,12103,411,85.118,14.185,43.504,31.587,5.651,10.046,30.811,14.715,23.226,12.439,56,203,152,20,36,138,65,101,51,-1.6593,0.15985,259,53.639,53.087,1,0,0.77519
0.14004,0.54844,0.15135,0.6314,0,0,-0.18003,0.10418,0.057358,7.5413,0.079985,17.812,2.8428,12109,293,103.07,61.824,10.659,39.665,25.328,38.429,7.2327,4.3122,26.81,15.034,157,28,108,61,96,19,9,73,35,1.8149,0.85996,185,65.076,94.726,1,0,0.10259
0.14835,0.60104,0.15238,0.67742,0,0,-0.1911,0.15723,0.15801,6.5185,0.1528,12.301,4.4153,12109,465,105.32,61.809,11.993,34.797,24.259,40.642,7.5738,5.0307,26.937,13.043,267,48,150,101,166,29,19,106,44,1.7476,0.85165,315,71.343,93.669,1,0,0.1348
0.75133,0.58348,0.69091,0.61659,0,0,-0.21726,0.0094407,0.058441,5.1269,0.12941,10.996,3.0808,12121,446,144.77,31.716,67.628,59.871,11.914,21.309,45.744,35.817,42.209,23.18,85,190,171,30,55,117,73,105,66,-1.1057,0.24867,275,89.261,58.219,1,0,0.63482
0.74394,0.63575,0.67699,0.66667,0,0,-0.21357,-0.045565,0.019714,8.778,0.058936,9.9064,3.9051,12121,339,86.81,20.316,40.376,29.087,8.1144,13.08,23.461,17.945,19.622,12.355,73,153,113,26,47,85,68,65,48,-1.0666,0.25606,226,57.873,58.6,1,0,0.78314
0.10074,0.69761,0.10984,0.7625,0,0,-0.16652,0.12698,0.21099,5.9105,0.044419,12.659,5.3999,12121,800,148.15,106.66,13.454,38.612,43.782,65.834,10.144,5.0546,26.622,15.279,543,67,190,218,325,45,22,131,59,2.189,0.89926,610,112.96,100.82,1,0,0.14018
0.066766,0.68095,0.086207,0.75032,0,0,-0.1795,0.15878,0.1131,3.9671,0.039131,11.308,7.5379,12121,1546,205.1,140.62,16.38,52.685,56.72,85.832,11.807,6.0391,37.262,15.969,1060,100,386,413,647,67,33,273,113,2.6375,0.93323,1160,153.89,108.64,1,0,0.085947
0.4322,0.54065,0.38119,0.60479,0,0,-0.19266,0.088296,0.0031487,8.0666,0.043601,20.743,4.6092,12122,334,72.463,27.755,21.037,29.003,11.504,17.354,16.787,9.4706,19.335,10.981,125,77,132,47,78,46,31,88,44,0.27289,0.5678,202,43.825,73.257,1,0,0.30681
0.18246,0.59909,0.17703,0.67273,0,0,-0.16385,0.13632,0.058458,3.0369,0.15556,11.449,5.8417,12125,1100,188.3,107.5,23.255,63.868,43.423,64.969,14.362,10.565,44.352,21.881,609,131,360,246,363,78,53,250,110,1.4998,0.81754,740,126.68,89.879,1,0,0.16445
0.15952,0.71799,0.15217,0.77637,0,0,-0.13102,0.14112,0.10281,8.9199,0.14634,12.359,4.7379,12126,474,100.05,65.852,15.225,23.152,33.666,37.359,9.2439,7.1777,16.163,10.724,312,56,106,135,177,34,22,74,32,1.6618,0.84048,368,77.672,92.339,1,0,0.24496
0.87253,0.56057,0.81579,0.58763,0,0,-0.38639,0.16747,0.083138,8.3609,0.085934,8.0035,2.9697,12129,194,65.326,8.5274,32.436,28.358,3.0316,6.9031,24.226,10.848,23.736,8.153,21,93,80,4,17,64,29,57,23,-1.9235,0.12747,114,38.388,50.801,1,0,0.67134
0.18501,0.44049,0.19753,0.52941,0,0,-0.23221,0.10051,0.066336,7.4736,0.23775,11.107,3.4494,12140,306,88.71,41.249,13.002,41.746,14.554,27.513,9.3452,5.5939,28.958,14.174,130,32,144,44,86,23,9,97,47,1.4828,0.81499,162,46.964,89.624,1,0,0.087852
0.18594,0.56572,0.18471,0.64609,0,0,-0.19378,0.16079,0.14219,9.7729,0.13311,10.268,4.6291,12140,243,52.493,31.365,7.1417,18.578,12.086,20.744,4.1222,4.4251,14.099,6.2213,128,29,86,48,80,15,14,61,25,1.4766,0.81406,157,33.916,89.532,1,0,0.1461
0.60696,0.5687,0.53736,0.61702,0,0,-0.1536,0.21219,0.2266,9.6322,0.015288,12.211,8.1232,12142,564,69.431,21.177,23.974,28.165,8.7653,12.75,15.414,9.3815,21.555,7.9902,161,187,216,66,95,115,72,159,57,-0.43453,0.39304,348,42.84,65.11,1,0,0.4827
0.050312,0.67546,0.077647,0.74692,0,0,-0.1999,0.2397,0.29698,9.3879,0.091665,8.4537,7.0212,12142,569,81.041,55.872,5.1689,20.949,21.456,35.239,3.9656,1.6364,15.712,6.7446,392,33,144,145,247,24,9,108,36,2.9379,0.94969,425,60.531,114.22,1,0,0.063157
0.75238,0.54899,0.67961,0.58857,0,0,-0.23821,0.21198,0.027441,8.5786,0.20673,6.6565,3.2486,12149,175,53.869,12.553,24.417,22.163,5.8301,8.6393,18.04,9.938,17.689,6.4975,33,70,72,11,22,43,27,53,19,-1.1113,0.24762,103,31.706,58.164,1,0,0.55238
0.74815,0.57807,0.67677,0.61491,0,0,-0.20939,0.065992,0.13916,7.6781,0.36675,15.14,5.4353,12158,322,59.242,12.668,25.405,22.814,4.5524,8.8909,15.926,10.697,14.903,9.067,64,134,124,23,41,84,50,81,43,-1.0888,0.25185,198,36.429,58.383,1,0,0.61823
0.58473,0.58966,0.51754,0.63687,0,0,-0.22505,0.17594,0.16084,5.4519,0.32811,11.591,9.7795,12159,895,91.518,29.349,31.301,34.01,10.182,19.379,20.526,12.139,25.055,10.182,275,295,325,95,180,185,110,233,92,-0.34223,0.41527,570,58.285,66.119,1,0,0.5068
0.62084,0.59078,0.55474,0.63426,0,0,-0.27486,0.28628,0.066276,4.3846,0.071732,12.316,3.3852,12159,432,127.61,40.809,46.946,46.872,14.5,28.767,29.474,21.89,38.927,13.658,122,152,158,36,86,94,58,122,36,-0.49313,0.37916,274,80.941,64.477,1,0,0.5406
0.61317,0.7037,0.54074,0.7377,0,0,-0.21531,0.32993,0.15047,8.6057,0.15765,13.455,2.0765,12159,183,88.128,30.398,39.921,27.81,14.174,19.976,33.763,23.596,22.364,7.0264,62,73,48,22,40,50,23,38,10,-0.46067,0.38683,135,65.012,64.827,1,0,0.87834
0.47341,0.63158,0.4122,0.68308,0,0,-0.17087,0.34166,0.19526,8.9401,0.53943,21.318,9.457,12165,792,83.748,33.626,24.558,28.74,13.481,20.486,14.647,11.013,22.901,6.3987,318,223,251,126,192,133,90,200,51,0.10648,0.52659,541,57.206,71.253,1,0,0.48949
0.77658,0.56064,0.70149,0.59821,0,0,-0.09299,0.12438,0.019141,6.9824,0.30313,21.483,2.4174,12167,112,46.331,12.034,19.442,19.534,5.4265,6.7433,11.776,13.03,16.123,7.8341,20,47,45,9,11,22,25,31,14,-1.2458,0.22342,67,27.716,56.875,1,0,0.5977
0.48245,0.6885,0.41765,0.73276,0,0,-0.1315,0.14258,0.24604,9.937,0.079394,20.436,8.2408,12173,696,84.458,36.065,27.011,23.677,15.635,20.522,17.627,10.41,16.548,7.6774,297,213,186,128,169,139,74,130,56,0.070244,0.51755,510,61.887,70.824,1,0,0.64315
0.66434,0.61262,0.59483,0.65169,0,0,-0.35082,-0.079509,0.075048,8.0713,0.12569,10.722,1.9921,12177,178,89.352,25.045,39.78,33.531,5.9558,22.866,34.863,19.175,24.013,15.702,47,69,62,10,37,49,20,34,28,-0.68269,0.33566,116,58.23,62.472,1,0,0.63367
0.71633,0.65512,0.64639,0.68668,0,0,-0.19165,0.11574,0.030684,6.8266,0.12196,9.8097,4.7664,12177,383,80.354,19.751,36.696,28.43,8.788,12.565,25.803,16.569,21.259,11.038,93,170,120,35,58,105,65,82,38,-0.92631,0.28367,263,55.177,59.986,1,0,0.82071
0.50032,0.64952,0.4375,0.69649,0,0,-0.18297,0.15485,0.39336,4.4862,0.502,17.927,5.9584,12183,827,138.79,56.475,46.938,42.125,21.931,35.56,28.684,23.215,29.706,15.186,324,252,251,125,199,154,98,177,74,-0.0012754,0.49968,576,96.669,69.985,1,0,0.55924
0.71271,0.54639,0.63218,0.59184,0,0,-0.19016,-0.081161,0.14282,9.3036,0.29906,10.793,3.6727,12190,147,40.025,10.676,14.975,16.922,4.5232,7.2207,12.026,4.9157,11.428,7.7707,32,55,60,12,20,39,16,33,27,-0.90858,0.28729,87,23.688,60.163,1,0,0.51778
0.46049,0.57121,0.40491,0.62934,0,0,-0.24084,0.19908,0.14773,5.1027,0.20137,13.012,2.6434,12196,259,97.979,40.324,29.294,36.317,16.934,27.021,26.536,10.209,32.034,13.355,97,66,96,32,65,43,23,70,26,0.15838,0.53951,163,61.663,71.872,1,0,0.36999
0.40646,0.81053,0.3468,0.84232,0,0,-0.16525,0.22417,0.049497,5.8322,0.17103,19.668,5.8625,12197,1205,205.54,120.6,60.042,33.07,49.342,72.226,38.383,25.345,24.542,10.285,663,352,190,267,396,217,135,141,49,0.3786,0.59354,1015,173.13,74.559,1,0,1.0488
0.68669,0.63251,0.61765,0.66798,0,0,-0.19982,0.17411,0.20083,7.9814,0.51012,22.862,5.371,12199,509,94.767,25.377,39.192,33.404,9.3698,17.912,32.429,11.571,25.54,9.9802,130,210,169,48,82,148,62,121,48,-0.78471,0.31331,340,63.302,61.418,1,0,0.71286
0.6429,0.64313,0.56796,0.68212,0,0,-0.14603,0.0065926,0.082993,9.7256,0.33722,11.661,5.1668,12201,302,58.45,19.182,25.161,20.588,8.1256,11.742,18.07,10.569,14.706,7.9351,89,117,96,37,52,74,43,59,37,-0.58799,0.3571,206,39.87,63.466,1,0,0.6988
0.77073,0.53191,0.70073,0.57083,0,0,-0.28148,0.126,0.36685,9.4928,0.37681,9.5659,4.1148,12202,240,58.326,10.338,23.33,26.137,4.185,7.3888,16.872,9.2204,18.841,9.6426,41,96,103,12,29,64,32,71,32,-1.2125,0.22927,137,33.294,57.192,1,0,0.52823
0.18523,0.44013,0.19814,0.53038,0,0,-0.16902,0.12575,0.16462,8.436,0.47012,9.2409,8.5493,12202,609,71.234,30.58,7.5863,33.772,12.409,18.419,4.86,3.4338,23.262,11.341,259,64,286,103,156,41,23,197,89,1.4813,0.81477,323,37.781,89.602,1,0,0.087827
0.87618,0.57511,0.81013,0.60305,0,0,-0.38752,0.46728,0.25371,9.6531,0.0555,17.976,2.9057,12203,131,45.083,10.418,22.025,18.752,2.344,17.76,12.759,14.163,17.933,10.807,15,64,52,3,12,35,29,44,8,-1.9568,0.12382,79,27.188,50.52,1,0,0.71531
0.59562,0.60566,0.52751,0.65053,0,0,-0.19937,0.23393,0.019213,5.7078,0.18312,13.426,5.0469,12207,475,94.118,30.792,33.161,33.048,13.426,19.403,23.433,12.207,24.687,9.9152,146,163,166,54,92,103,60,124,42,-0.38723,0.40438,309,61.226,65.625,1,0,0.55176
0.6757,0.59202,0.60702,0.63193,0,0,-0.16347,0.062994,0.19147,5.815,0.16578,14.105,5.0414,12217,451,89.459,24.497,34.316,34.67,9.9926,14.654,21.621,14.404,22.556,13.158,112,173,166,45,67,109,64,108,58,-0.73406,0.3243,285,56.532,61.939,1,0,0.59139
0.19457,0.53816,0.19289,0.6195,0,0,-0.14273,0.079356,0.043479,8.646,0.019412,11.295,4.248,12220,318,74.858,37.593,9.5588,30.09,16.72,23.011,7.7516,2.7937,21.45,10.196,159,38,121,67,92,30,8,80,41,1.4206,0.80543,197,46.374,88.7,1,0,0.13674
0.11789,0.65817,0.12579,0.72852,0,0,-0.17635,0.10919,0.1853,7.9801,0.1543,13.252,8.5601,12220,873,101.98,65.35,9.9373,29.067,26.258,40.874,7.453,2.956,21.652,10.087,556,80,237,218,338,60,20,161,76,2.0126,0.88211,636,74.298,97.898,1,0,0.1369
0.13323,0.52485,0.15018,0.61211,0,0,-0.14141,0.19712,0.051309,8.7776,0.13669,10.179,6.5015,12220,446,68.599,37.475,7.7481,26.609,15.885,21.761,4.3465,3.9522,19.38,8.1526,232,41,173,98,134,23,18,126,47,1.8727,0.86677,273,41.99,95.642,1,0,0.08876
0.12768,0.67225,0.13073,0.73961,0,0,-0.22364,0.19405,0.047997,7.5655,0.01559,12.449,6.1587,12220,1179,191.44,124.78,22.938,52.404,43.98,81.511,15.937,9.6448,38.066,19.41,758,114,307,263,495,68,46,223,84,1.9216,0.87232,872,141.59,96.425,1,0,0.15796
0.72834,0.58441,0.66544,0.61959,0,0,-0.24121,0.086192,0.039195,4.2926,0.12494,11.415,6.6754,12221,878,131.53,28.186,54.229,50.677,10.031,20.302,35.585,21.618,35.84,18.304,182,362,334,60,122,222,140,222,112,-0.98621,0.27166,544,81.493,59.39,1,0,0.61775
0.65649,0.65592,0.58485,0.69182,0,0,-0.21218,0.25031,0.026479,5.7445,0.18958,10.411,5.8073,12221,477,82.138,23.591,34.437,25.496,8.7883,15.454,21.233,14.454,19.252,7.3134,137,193,147,49,88,119,74,111,36,-0.64771,0.34351,330,56.825,62.837,1,0,0.75481
0.36961,0.74518,0.31746,0.7884,0,0,-0.17304,0.18245,0.81456,8.4532,0.90948,31.955,5.6844,12228,879,154.63,86.732,41.435,32.843,38.003,53.74,28.187,19.025,24.64,10.39,473,220,186,187,286,134,86,134,52,0.53388,0.63039,693,121.91,76.514,1,0,0.65192
0.046036,0.70855,0.071429,0.77434,0,0,-0.16449,0.27038,0.12354,8.7285,0.61783,15.392,4.4264,12236,452,102.11,81.978,6.1397,23.043,33.487,49.434,4.175,4.9075,17.75,5.7871,325,25,102,131,194,17,8,78,24,3.0312,0.95396,350,79.071,116.01,1,0,0.067503
0.036942,0.66568,0.068306,0.73939,0,0,-0.17229,0.19779,0.15693,6.7856,0.34706,12.431,4.8947,12236,495,101.13,75.765,6.788,27.723,32.168,47.05,4.2399,3.8013,20.201,12.308,341,25,129,135,206,11,14,94,35,3.2608,0.96306,366,74.774,120.54,1,0,0.044367
0.11589,0.56864,0.13191,0.65097,0,0,-0.19715,0.18594,0.02839,5.7024,0.20957,12.451,3.4093,12240,361,105.89,59.837,11.446,41.303,22.675,40.245,8.998,5.8612,29.861,13.892,204,31,126,76,128,19,12,91,35,2.0319,0.88411,235,68.93,98.214,1,0,0.092146
0.23102,0.59025,0.21538,0.66327,0,0,-0.14941,0.12882,0.11239,8.2122,0.51394,11.377,6.4057,12247,490,76.494,39.808,12.106,28.976,17.679,23.26,8.1926,6.0883,20.373,10.594,255,70,165,106,149,42,28,114,51,1.2026,0.76898,325,50.736,85.535,1,0,0.20072
0.19766,0.60439,0.18794,0.67626,0,0,-0.13231,0.11434,0.13517,2.8386,0.23399,10.259,3.6437,12247,834,228.89,128.48,32.827,74.101,56.227,75.263,21.059,13.196,52.737,23.687,458,106,270,198,260,68,38,184,86,1.401,0.80234,564,154.79,88.411,1,0,0.18214
0.19788,0.6006,0.18974,0.67474,0,0,-0.2026,0.14831,0.079337,9.1095,0.16187,13.097,4.1276,12247,289,70.016,38.871,9.0637,24.073,14.269,28.333,6.8653,3.4295,18.108,8.5147,158,37,94,58,100,23,14,66,28,1.3996,0.80212,195,47.243,88.39,1,0,0.17947
0.21675,0.58699,0.20455,0.66066,0,0,-0.17062,0.062842,0.042467,7.2282,0.30621,9.9733,6.5999,12256,666,100.91,53.565,14.104,35.502,21.924,32.317,8.3056,6.8072,23.092,14.689,350,90,226,139,211,53,37,147,79,1.2847,0.78325,440,66.667,86.714,1,0,0.1858
0.09678,0.68679,0.10791,0.75368,0,0,-0.16326,0.19975,0.058873,6.2902,0.57117,12.054,9.5496,12257,1291,135.19,94.364,11.75,34.321,38.63,56.205,8.3068,4.9308,26.233,9.5829,868,105,318,351,517,70,35,232,86,2.2335,0.90322,973,101.89,101.57,1,0,0.12799
0.63355,0.63214,0.56667,0.67093,0,0,-0.20354,0.068763,0.30828,5.6908,0.45434,16.315,6.1233,12274,939,153.35,44.758,63.263,54.104,16.756,31.485,49.168,25.394,40.582,18.735,273,357,309,100,173,232,125,202,107,-0.54748,0.36645,630,102.89,63.896,1,0,0.65666
0.6218,0.60112,0.55501,0.64376,0,0,-0.2044,0.12045,0.094723,5.5822,0.15502,12.824,7.7206,12282,946,122.53,36.491,45.197,45.423,13.815,23.16,29.946,17.755,31.489,14.716,271,338,337,99,172,209,129,231,106,-0.49719,0.3782,609,78.88,64.433,1,0,0.56519
